1742656104.5082977,0,0,0,0,0,0,0,0,0,0,0,0,9107,11263,11717,11820,12098,12421,15574,
1742656104.5643902,0,0,0,0,0,0,0,0,0,0,0,0,9107,11263,11717,11820,12098,12421,15574,
1742656104.6222785,0,0,0,0,0,0,0,0,0,0,0,0,9107,11263,11717,11820,12098,12421,15574,
1742656104.679101,0,0,0,0,0,0,0,0,0,0,0,0,9107,11263,11717,11820,12098,12421,15574,
1742656104.7360566,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656104.8010297,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656104.8527603,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656104.910828,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656104.9727232,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656105.0315845,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656105.086977,0,0,0,0,0,0,0,0,0,0,0,0,9106,11262,11716,11819,12097,12420,15573,
1742656105.1459055,0,0,0,0,0,0,0,0,0,0,0,0,9100,11256,11710,11813,12091,12414,15567,
1742656105.2067294,0,0,0,0,0,0,0,0,0,0,0,0,9100,11256,11710,11813,12091,12414,15567,
1742656105.2644358,0,0,0,0,0,0,0,0,0,0,0,0,9100,11256,11710,11813,12091,12414,15567,
1742656105.3219838,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656105.3827012,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656105.4479651,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656105.5113976,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656105.585379,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656105.6411765,0,0,0,0,0,0,0,0,0,0,0,0,9099,11255,11709,11812,12090,12413,15566,
1742656111.6855323,0,0,0,0,0,0,0,0,0,0,0,0,8520,11515,11969,12085,12163,12495,15649,
1742656111.7570338,0,0,0,0,0,0,0,0,0,0,0,0,8520,11515,11969,12085,12163,12495,15649,
1742656111.8177469,0,0,0,0,0,0,0,0,0,0,0,0,8520,11515,11969,12085,12163,12495,15649,
1742656111.8722355,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656111.9281073,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656111.9869375,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656112.0469704,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656112.108906,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656112.1629248,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656112.223655,0,0,0,0,0,0,0,0,0,0,0,0,8410,11405,11859,11975,12053,12385,15539,
1742656112.2880564,0,0,0,0,0,0,0,0,0,0,0,0,6410,9405,9859,9975,10053,10385,13539,
1742656112.3464644,0,0,0,0,0,0,0,0,0,0,0,0,6406,9401,9855,9971,10049,10381,13535,
1742656112.406795,0,0,0,0,0,0,0,0,0,0,0,0,6405,9400,9854,9970,10048,10380,13534,
1742656112.4651442,0,0,0,0,0,0,0,0,0,0,0,0,6405,9400,9854,9970,10048,10380,13534,
1742656112.5196152,0,0,0,0,0,0,0,0,0,0,0,0,6405,9400,9854,9970,10048,10380,13534,
1742656112.5921452,0,0,0,0,0,0,0,0,0,0,0,0,6405,9400,9854,9970,10048,10380,13534,
1742656112.6514487,0,0,0,0,0,0,0,0,0,0,0,0,6405,9400,9854,9970,10048,10380,13534,
