1742656104.5082977,0,0,0,0,0,0,0,2362,5463,5686,5688,5700,5710,5733,5745,5777,5874,5984,9333,
1742656104.5643902,0,0,0,0,0,0,0,2344,5445,5668,5670,5682,5692,5715,5727,5759,5856,5966,9315,
1742656104.6222785,0,0,0,0,0,0,0,2344,5445,5668,5670,5682,5692,5715,5727,5759,5856,5966,9315,
1742656104.679101,0,0,0,0,0,0,0,2342,5443,5666,5668,5680,5690,5713,5725,5757,5854,5964,9313,
1742656104.7360566,0,0,0,0,0,0,0,2337,5438,5661,5663,5675,5685,5708,5720,5752,5849,5959,9308,
1742656104.8010297,0,0,0,0,0,0,1,2338,5439,5662,5664,5676,5686,5709,5721,5753,5850,5960,9309,
1742656104.8527603,0,0,0,0,0,0,1,2338,5439,5662,5664,5676,5686,5709,5721,5753,5850,5960,9309,
1742656104.910828,0,0,0,0,0,0,1,2338,5439,5662,5664,5676,5686,5709,5721,5753,5850,5960,9309,
1742656104.9727232,0,0,0,0,0,0,1,2338,5439,5662,5664,5676,5686,5709,5721,5753,5850,5960,9309,
1742656105.0315845,0,0,0,0,0,0,0,2337,5438,5661,5663,5675,5685,5708,5720,5753,5850,5960,9309,
1742656105.086977,0,0,0,0,0,0,0,2328,5529,5752,5754,5766,5776,5799,5811,5844,5941,6051,9400,
1742656105.1459055,0,0,0,0,0,0,0,2328,5529,5752,5754,5766,5776,5799,5811,5844,5941,6051,9400,
1742656105.2067294,0,0,0,0,0,0,0,2143,5344,5567,5569,5581,5591,5614,5626,5659,5756,5866,9215,
1742656105.2644358,0,0,0,0,0,0,0,2143,5344,5567,5569,5581,5591,5614,5626,5659,5756,5866,9215,
1742656105.3219838,0,0,0,0,0,0,0,2143,5344,5567,5569,5581,5591,5614,5626,5659,5756,5866,9215,
1742656105.3827012,0,0,0,0,0,0,0,2142,5343,5566,5568,5580,5590,5613,5635,5668,5765,5875,9224,
1742656105.4479651,0,0,0,0,0,0,0,2142,5343,5566,5568,5580,5590,5613,5635,5668,5765,5875,9224,
1742656105.5113976,0,0,0,0,0,0,0,2142,5343,5566,5568,5580,5590,5613,5635,5668,5765,5875,9224,
1742656105.585379,0,0,0,0,0,0,0,6142,9343,9566,9568,9580,9590,9613,9635,9668,9765,9875,13224,
1742656105.6411765,0,0,0,0,0,0,0,6141,9342,9565,9567,9579,9589,9612,9634,9667,9764,9874,13223,
1742656111.6855323,0,0,0,0,0,0,0,6153,8354,8578,8580,8593,8604,8637,8659,8692,8789,8899,12259,
1742656111.7570338,0,0,0,0,0,0,0,6153,8354,8578,8580,8593,8604,8637,8659,8692,8789,8899,12259,
1742656111.8177469,0,0,0,0,0,0,0,6153,8354,8578,8580,8593,8604,8637,8659,8692,8789,8899,12259,
1742656111.8722355,0,0,0,0,0,0,0,6153,8354,8578,8580,8593,8604,8637,8659,8692,8789,8899,12259,
1742656111.9281073,0,0,0,0,0,0,0,6153,8354,8578,8580,8593,8604,8637,8659,8692,8789,8899,12259,
